geocohort,bids,impressions,clicks,spend
L1K0E3,3,3,0,0.035637
L1K0E7,40,37,0,0.433756
L1K0E8,48,47,0,0.546829
L1K0E9,1,1,0,0.011998
L1K0G2,75,65,0,0.756392
L1K0G3,9,6,0,0.069951
L1K0G4,2,2,0,0.024002
L1K0G5,7,6,0,0.068164
L1K0G6,23,21,0,0.242886
L1K0G7,12,12,0,0.139069
L1K0G8,84,76,0,0.888067
L1K0G9,9,8,1,0.093104
L1K0H1,51,46,0,0.530294
L1K0H2,383,227,1,2.625791
L1K0H3,72,72,0,0.83428
L1K0H4,1,1,0,0.012016
L1K0H5,63,56,0,0.660318
L1K0H6,135,117,0,1.367317
L1K0J1,4,4,0,0.047316
L1K0J2,7,7,0,0.0814
L1K0J3,49,48,0,0.562917
L1K0J4,56,53,0,0.61627
L1K0J5,11,10,0,0.116273
L1K0J6,273,194,0,2.251222
L1K0J8,13,11,0,0.128045
L1K0J9,3,3,0,0.03482
L1K0K7,9,9,0,0.104068
L1K0K8,6,3,0,0.034488
L1K0K9,1,1,0,0.012
L1K0L1,1,1,0,0.011962
L1K0L4,16,14,0,0.164262
L1K0L5,7,7,0,0.082878
L1K0L6,80,67,0,0.777119
L1K0L7,7,6,0,0.070341
L1K0L8,1,1,0,0.011519
L1K0L9,48,39,0,0.451036
L1K0M1,4,4,0,0.046733
L1K0M2,6,7,0,0.081372
L1K0M3,92,83,0,0.978382
L1K0M4,11,11,0,0.128385
L1K0M5,1,1,0,0.011795
L1K0M7,4,4,0,0.046563
L1K0M8,5,5,0,0.058329
L1K0N3,22,20,0,0.232494
L1K0N4,4,4,0,0.046691
L1K0N5,1,1,0,0.011757
L1K0N6,190,165,0,1.942983
L1K0N8,44,40,0,0.464115
L1K0N9,1,1,0,0.01142
L1K0S1,9,9,0,0.103159
L1K0S3,12,8,0,0.094042
L1K0S6,6,6,0,0.069104
L1K0T1,49,44,0,0.5135
L1K1C4,1,1,0,0.011794
L1K1G4,11,10,0,0.117405
L1K1H2,8,7,0,0.079702
L1K1H5,1,1,0,0.011735
L1K1J7,2,2,0,0.023035
L1K1K3,1,1,0,0.011988
L1K1L2,2,2,0,0.02345
L1K1N5,19,18,0,0.210422
L1K1S5,1,1,0,0.011634
L1K1X8,3,3,0,0.034514
L1K1Y9,17,11,0,0.126478
L1K1Z4,12,12,0,0.14189
L1K2B9,1,1,0,0.011502
L1K2C3,10,10,0,0.115589
L1K2C6,4,4,0,0.046539
L1K2E2,2,2,0,0.023382
L1K2E5,15,14,0,0.162798
L1K2E6,10,7,0,0.082274
L1K2G3,3,3,0,0.034448
L1K2G9,19,19,0,0.222729
L1K2H1,5,5,0,0.058085
L1K2H2,43,40,0,0.464976
L1K2H9,2,2,0,0.022947
L1K2J3,25,24,0,0.279468
L1K2J6,31,23,0,0.2694
L1K2J8,2,2,0,0.023633
L1K2K2,2,2,0,0.022841
L1K2K4,3,3,0,0.034702
L1K2K7,12,6,0,0.068538
L1K2K8,1,1,0,0.011629
L1K2K9,2,2,0,0.022933
L1K2L2,3,3,0,0.034518
L1K2L3,17,13,0,0.151324
L1K2L5,10,9,0,0.105428
L1K2L6,1,1,0,0.011451
L1K2M1,4,4,0,0.04618
L1K2M5,1,1,0,0.011554
L1K2M6,22,22,0,0.255593
L1K2M9,2,2,0,0.023621
L1K2N1,14,14,0,0.162805
L1K2N6,1,1,0,0.012002
L1K2N8,62,55,0,0.64473
L1K2P1,5,5,0,0.057798
L1K2P2,7,7,0,0.0809
L1K2P3,131,125,0,1.446288
L1K2P4,3,3,0,0.035149
L1K2P9,34,30,0,0.347525
L1K2R1,3,3,0,0.034098
L1K2R4,1,1,0,0.011706
L1K2R5,4,3,0,0.036021
L1K2S1,32,26,0,0.305936
L1K2S2,9,7,0,0.080678
L1K2S8,32,22,0,0.255549
L1K2S9,6,6,0,0.069291
L1K2T4,1,1,0,0.011534
L1K2T7,7,7,0,0.08082
L1K2T9,9,8,0,0.092867
L1K2V2,6,6,0,0.06977
L1K2V3,12,11,0,0.129522
L1K2V4,11,11,0,0.127521
L1K2V5,9,9,0,0.104479
L1K2V6,3,2,0,0.023594
L1K2V7,50,42,0,0.49342
L1K2V9,13,9,0,0.10384
L1K2W2,9,9,0,0.105738
L1K2W3,9,9,0,0.105374
L1K2W5,4,3,0,0.034564
L1K2W7,1,1,0,0.011696
L1K2X1,6,4,0,0.047376
L1K2X2,7,7,0,0.081459
L1K2X3,8,8,0,0.093479
L1K2X4,2,2,0,0.02347
L1K2X5,6,4,0,0.046184
L1K2X7,14,14,0,0.160138
L1K2Y1,2,2,0,0.023846
L1K2Y2,5,5,0,0.057938
L1K2Y3,1,1,0,0.011451
L1K2Y4,19,19,0,0.221546
L1K2Y5,1,1,0,0.011536
L1K2Y6,5,3,0,0.035401
L1K2Y7,17,17,0,0.197471
L1K2Y8,67,50,0,0.594516
L1K2Y9,17,17,0,0.195894
L1K2Z1,1,1,0,0.011511
L1K2Z2,1,1,0,0.011797
L1K2Z6,11,11,0,0.127964
L1K2Z7,17,17,0,0.197932
L1K2Z9,2,1,0,0.011706
L1K3A1,38,30,0,0.348559
L1K3A4,10,10,0,0.117587
L1K3A5,8,9,0,0.103991
L1K3A6,11,11,0,0.12782
L1K3A7,10,10,0,0.115469
L1K3A8,37,39,0,0.448151
L1K3B5,54,50,0,0.576654
L1K3B8,12,12,0,0.141157
L1K3B9,50,45,0,0.535937
L1K3C1,3,3,0,0.034812
L1K3C4,19,17,0,0.199613
L1K3C6,14,13,0,0.150676
L1L0A1,41,37,0,0.429365
L1L0A2,3,2,0,0.023316
L1L0A3,8,6,0,0.069093
L1L0A4,3,3,0,0.035058
L1L0A5,32,31,0,0.363145
L1L0A6,8,10,0,0.11705
L1L0A7,9,9,1,0.106388
L1L0A8,8,8,0,0.091602
L1L0B2,2,2,0,0.023583
L1L0B3,29,25,0,0.292667
L1L0B4,17,17,0,0.197741
L1L0B6,6,4,0,0.045978
L1L0B7,6,4,0,0.045862
L1L0B9,1940,1532,5,17.7875
L1L0C2,7,7,0,0.081174
L1L0C3,7,7,0,0.082385
L1L0C4,3,3,0,0.035087
L1L0C5,8,8,0,0.093556
L1L0C6,36,33,0,0.381546
L1L0C7,118,103,1,1.197937
L1L0G5,4,4,0,0.046812
L1L1B9,7,7,0,0.082159
L1L1C6,1,1,0,0.012049
L1L1C7,267,171,0,1.981071
L1L1C8,1,1,0,0.011346
L1M,3,3,0,0.035362
L1M0A6,13,10,0,0.115614
L1M0A8,2,2,0,0.022915
L1M0B2,1,1,0,0.011555
L1M0B6,8,7,0,0.082081
L1M0B7,1,1,0,0.011791
L1M0B8,3,3,0,0.034685
L1M0B9,2,1,0,0.011764
L1M0C1,15,15,0,0.174046
L1M0C2,8,7,0,0.082584
L1M0C7,1,1,0,0.011496
L1M0C8,4,4,0,0.046198
L1M0C9,3,4,0,0.045876
L1M0E1,8,11,0,0.130257
L1M0E2,2,2,0,0.02369
L1M0E3,8,9,0,0.104627
L1M0E4,7,6,0,0.069702
L1M0E9,1,1,0,0.011495
L1M0G1,1,1,0,0.011658
L1M0G2,4,4,0,0.046807
L1M0G5,2,2,0,0.022874
L1M0G6,22,20,0,0.232117
L1M0G7,8,8,0,0.094204
L1M0H1,67,47,0,0.547145
L1M0H3,6,4,0,0.046924
L1M0H5,13,12,0,0.13895
L1M0H6,5,3,0,0.034506
L1M0H8,9,9,0,0.104061
L1M0J1,7,5,0,0.05891
L1M0J8,17,13,0,0.154196
L1M1A5,2,2,0,0.023011
L1M1B1,2,1,0,0.011588
L1M1C3,2,2,0,0.023314
L1M1E1,2,1,0,0.011786
L1M1E4,1,1,0,0.011495
L1M1E5,7,6,0,0.068978
L1M1E6,16,15,0,0.177471
L1M1E9,1,1,0,0.011573
L1M1G1,2,2,0,0.02357
L1M1G2,21,18,0,0.2104
L1M1G6,5,5,0,0.057947
L1M1H1,2,2,0,0.023445
L1M1H2,13,9,0,0.104374
L1M1H3,1,1,0,0.012
L1M1H6,15,13,0,0.15066
L1M1H9,1,1,0,0.012
L1M1J1,15,12,0,0.140724
L1M1J3,1,1,0,0.011631
L1M1J4,4,2,0,0.023165
L1M1J6,215,117,0,1.372838
L1M1J8,1,1,0,0.011735
L1M1J9,7,7,0,0.08213
L1M1K1,1,1,0,0.011305
L1M1K3,1,1,0,0.01154
L1M1K4,3,3,0,0.034647
L1M1K8,8,7,1,0.081226
L1M1T7,10,9,0,0.105848
L1M2B1,33,13,0,0.154383
L1M2B3,2,2,0,0.023146
L1M2B4,4240,3685,1,42.654518
L1M2C5,2,1,0,0.011797
L1M2C7,3,3,0,0.035121
L1M2C8,11,12,0,0.138952
L1M2C9,10,8,0,0.092601
L1M2E4,1,1,0,0.012002
L1M2E5,2,2,0,0.022936
L1M2E6,2,2,0,0.023777
L1M2E7,3,3,0,0.035065
L1M2E8,737,674,2,7.796264
L1M2G1,1,1,0,0.011791
L1M2G2,5,5,0,0.057458
L1M2G3,1,1,0,0.011631
L1M2G4,3,3,0,0.035116
L1M2G7,3,1,0,0.011965
L1M2G8,2,2,0,0.023594
L1M2G9,3,1,0,0.011514
L1M2H2,51,52,0,0.605577
L1M2H3,2,2,0,0.02359
L1M2H5,3,3,0,0.034324
L1M2J1,59,27,0,0.318473
L1M2J2,1,1,0,0.011797
L1M2J3,10,8,0,0.093951
L1M2J4,1,1,0,0.011514
L1M2J5,2,1,0,0.011461
L1M2J9,5,5,0,0.057803
L1M2K2,3,3,0,0.035034
L1M2K3,12,10,0,0.115626
L1M2K6,15,12,0,0.135722
L1M2K8,2,2,0,0.023087
L1M2K9,15,14,0,0.168276
L1M2L2,12,11,0,0.127581
L1M2L8,8,8,0,0.092431
L1M2M3,2,2,0,0.023023
L1M2M4,160,132,1,1.549698
L1M2M5,10,10,0,0.116861
L1M2M6,1,1,0,0.011746
L1M2M8,1,1,0,0.011597
L1M2N5,3,3,0,0.035379
L1M2N8,4,4,0,0.046975
L1M2N9,9,10,0,0.115189
L1M2P1,15,14,0,0.164564
L1N,19,15,0,0.17681
L1N0A6,2,2,0,0.023049
L1N0C2,9,9,0,0.107916
L1N0C3,2,2,0,0.023995
L1N0C4,98,89,1,1.034784
L1N0C5,2,2,0,0.023494
L1N0E2,6,5,0,0.05794
L1N0E9,9,7,0,0.081193
L1N0G2,3,3,0,0.035159
L1N0H1,3,3,0,0.035028
L1N0H3,9,10,0,0.119318
L1N0H4,25,17,0,0.197357
L1N0H5,11,11,0,0.127233
L1N0H6,17,12,0,0.14057
L1N0H7,25,22,0,0.257738
L1N1A3,18,16,0,0.186174
L1N1C4,4,4,0,0.047149
L1N1X2,1,1,0,0.011502
L1N2E3,6,4,0,0.046297
L1N2R3,74,64,0,0.751269
L1N3N7,3,3,0,0.034339
L1N3R2,1,1,0,0.011655
L1N3R3,14,15,0,0.175182
L1N3R7,2,1,0,0.011658
L1N3X8,3,3,0,0.034995
L1N4B9,2,2,0,0.024032
L1N4S6,9,9,0,0.104047
L1N4S7,2,2,0,0.023064
L1N5A8,22,22,0,0.256421
L1N5L5,31,32,0,0.366358
L1N5M1,3,3,0,0.035224
L1N5N7,3,3,0,0.03563
L1N5T5,5,5,0,0.058138
L1N5T7,2,1,0,0.012052
L1N5W9,4,4,0,0.046244
L1N5X3,68,66,0,0.769759
L1N5Y2,1,1,0,0.011524
L1N5Z4,8,8,0,0.092894
L1N6C9,7,7,0,0.083203
L1N6K5,5,5,0,0.058056
L1N6L9,7,6,0,0.068522
L1N6P1,14,11,0,0.132006
L1N6R1,2,2,0,0.023135
L1N6R3,34,33,0,0.38077
L1N6R7,1,1,0,0.011495
L1N6S2,1,1,0,0.011647
L1N6T4,1,1,0,0.011962
L1N6W8,55,48,0,0.573164
L1N6X2,2,2,0,0.023584
L1N6X4,50,48,0,0.572146
L1N6Z3,48,41,0,0.474918
L1N7C4,1,1,0,0.011495
L1N7E2,2,1,0,0.012049
L1N7E8,1902,1668,3,19.451804
L1N7G1,6,5,0,0.058304
L1N7G2,127,93,0,1.082737
L1N7G3,9,7,0,0.082461
L1N7J6,8,7,0,0.080343
L1N7J7,1,1,0,0.011642
L1N7X3,3,3,0,0.034463
L1N7X4,14,14,0,0.162091
L1N7Y5,1,1,0,0.011567
L1N7Y8,1,1,0,0.011573
L1N7Z6,14,14,0,0.163928
L1N8A5,4,4,0,0.046425
L1N8A6,2,3,0,0.03474
L1N8B4,1,1,0,0.011634
L1N8B5,5,3,0,0.034738
L1N8E6,48,40,0,0.463286
L1N8G2,22,22,0,0.258303
L1N8G9,1,1,0,0.012049
L1N8H2,3,3,0,0.034663
L1N8K7,1,1,0,0.012049
L1N8K8,7,7,0,0.080633
L1N8N9,4,3,0,0.034391
L1N8P6,2,2,0,0.023321
L1N8R8,1,1,0,0.011536
L1N8T1,21,19,0,0.221147
L1N8X4,6,2,0,0.02321
L1N8X5,35,34,0,0.393243
L1N8X6,37,35,0,0.409396
L1N8Y4,2,2,0,0.02307
L1N8Z6,55,55,1,0.635255
L1N8Z8,10,10,0,0.115809
L1N9A4,2,2,0,0.023591
L1N9A8,8,10,0,0.117513
L1N9B1,8,8,0,0.092747
L1N9B4,12,12,0,0.137788
L1N9B7,4,4,0,0.046689
L1N9C3,7,7,0,0.082169
L1N9C6,11,10,0,0.11689
L1N9C8,1,1,0,0.011511
L1N9K5,24,22,0,0.255477
L1N9L1,2,2,0,0.022834
L1N9M6,750,811,0,9.538534
L1N9N4,1,1,0,0.011597
L1N9N5,7,6,0,0.070305
L1N9P1,32,28,0,0.325869
L1N9P6,7,7,0,0.081187
L1N9R1,1,1,0,0.011588
L1N9R3,3,3,0,0.035225
L1N9R7,9,9,0,0.106291
L1N9R9,2,1,0,0.011496
L1N9S7,1,1,0,0.012
L1N9T4,1,1,0,0.011519
L1N9V3,3,4,0,0.046889
L1N9V4,2,1,0,0.012016
L1N9V5,1,1,0,0.011538
L1N9W5,2,2,0,0.023616
L1N9X2,14,12,0,0.138617
L1N9X4,29,25,0,0.294229
L1N9X7,1,1,0,0.011795
L1P,5,4,0,0.047149
L1P0A1,38,29,0,0.338485
L1P0A4,2,1,0,0.011502
L1P0A5,4,3,0,0.036016
L1P0A6,1,1,0,0.011553
L1P0A7,11,9,0,0.104956
L1P0A9,34,31,0,0.362332
L1P1A6,3,3,0,0.034834
L1P1A7,1,1,0,0.011993
L1P1B5,16,15,0,0.176692
L1P1B6,6,5,0,0.060079
L1P1B7,61,52,0,0.605359
L1P1B9,3,3,0,0.034764
L1P1C1,12,12,0,0.140369
L1P1E2,1,1,0,0.011585
L1P1E4,8,8,0,0.095133
L1P1E5,2,2,0,0.023212
L1P1E7,15,13,0,0.152864
L1P1K5,1,1,0,0.01142
L1P1K8,1,1,0,0.011764
L1P1L5,75,70,0,0.815591
L1P1M4,7,5,0,0.057948
L1P1M5,20,17,0,0.195567
L1P1M6,1,1,0,0.011614
L1P1M9,5,5,0,0.059394
L1P1N2,3,3,0,0.036002
L1P1N3,641,587,3,6.781695
L1P1N5,6,7,0,0.080957
L1P1N7,1,1,0,0.012002
L1P1N9,1,1,0,0.011346
L1P1P1,29,28,0,0.32046
L1P1P2,5,5,0,0.058063
L1P1P4,49,44,0,0.513412
L1P1P8,26,26,0,0.307781
L1P1R6,17,18,0,0.208389
L1P1R7,43,35,0,0.406681
L1P1R8,4,5,0,0.058539
L1P1S2,1464,1595,0,18.628472
L1P1S4,1,2,0,0.023386
L1P1S9,24,23,0,0.267018
L1P1T1,44,51,0,0.591295
L1P1T5,35,31,0,0.361883
L1P1T9,7,5,0,0.057917
L1P1V1,23,22,0,0.25489
L1P1V2,129,120,0,1.401786
L1P1V5,5,3,0,0.034678
L1P1V6,21,21,0,0.242251
L1P1V7,3,3,0,0.035085
L1P1V9,22,22,0,0.257566
L1P1W1,70,64,0,0.760443
L1P1W2,4,4,0,0.04733
L1P1W3,2,2,0,0.022919
L1P1W4,1278,1240,0,14.484536
L1P1W6,1,1,0,0.011366
L1P1W7,4,4,0,0.046502
L1P1W8,42,38,0,0.439941
L1P1W9,3,3,0,0.034896
L1P1X2,2,3,0,0.035381
L1P1X4,1,1,0,0.011588
L1P1X6,4,4,0,0.04642
L1P1Y8,99,68,0,0.786877
L1R,8,6,0,0.070934
L1R0A7,18,17,0,0.197734
L1R0B1,2,2,0,0.023783
L1R0B3,7,6,0,0.070715
L1R0B4,1,1,0,0.011594
L1R0B6,44,37,0,0.427096
L1R0C4,48,38,0,0.442021
L1R0C6,1,1,0,0.011655
L1R0C7,2,3,0,0.034489
L1R0C8,38,36,0,0.420663
L1R0C9,6,5,0,0.0579
L1R0E2,3,3,0,0.034526
L1R0E3,11,10,0,0.118242
L1R0E4,14,13,0,0.152011
L1R0E6,3,2,0,0.02331
L1R0E8,29,28,0,0.324921
L1R0E9,1284,1032,0,12.239065
L1R0G3,5,5,0,0.059851
L1R0H6,3,3,0,0.034907
L1R0J3,39,36,0,0.416466
L1R0J4,7,5,0,0.057781
L1R0J5,16,17,0,0.198133
L1R0K1,4,3,0,0.034415
L1R0K2,58,45,0,0.525686
L1R0K3,230,141,1,1.631519
L1R0K4,29,22,0,0.255452
L1R0K5,10,9,0,0.107126
L1R1C6,9,7,0,0.084059
L1R1G1,3,3,0,0.034506
L1R1H8,2,2,0,0.022991
L1R1J2,4,1,0,0.011502
L1R1J7,1,1,0,0.011962
L1R1K3,12,11,0,0.127787
L1R1L4,1,1,0,0.012002
L1R1S3,1,1,0,0.011735
L1R1S4,98,95,0,1.101528
L1R1S7,11,11,0,0.127783
L1R1S9,43,42,0,0.492896
L1R1T2,1,1,0,0.011483
L1R1T3,9,9,0,0.106243
L1R1T4,36,33,0,0.387486
L1R1T9,13,11,0,0.127709
L1R1V3,4,3,0,0.035138
L1R1V4,6,6,0,0.070025
L1R1V7,11,10,0,0.117082
L1R1V9,12,11,0,0.127262
L1R1W4,5,4,0,0.0459
L1R1W6,13,13,0,0.154073
L1R1W8,1,1,0,0.01163
L1R1X1,2,2,0,0.02299
L1R1X9,2,2,0,0.022765
L1R1Y2,14,14,0,0.161236
L1R1Y4,191,171,0,1.992785
L1R1Y6,38,32,0,0.373405
L1R1Y8,1,1,0,0.011429
L1R1Z1,1,1,0,0.011487
L1R1Z2,5,5,0,0.058356
L1R1Z3,10,8,0,0.092464
L1R1Z4,36,34,0,0.397649
L1R1Z5,23,20,0,0.234776
L1R1Z6,13,11,0,0.127891
L1R1Z9,4,2,0,0.022977
L1R2A3,1,1,0,0.011429
L1R2A7,2,2,0,0.023333
L1R2A9,2,2,0,0.023193
L1R2B1,8,6,0,0.071137
L1R2B2,1,1,0,0.011502
L1R2B4,9,9,0,0.103887
L1R2B6,5,5,0,0.058686
L1R2C6,1,1,0,0.011487
L1R2C7,8,8,0,0.09247
L1R2E4,20,18,0,0.209446
L1R2E6,8,7,0,0.083598
L1R2E9,15,15,0,0.174715
L1R2G2,1,1,0,0.011764
L1R2G3,2,2,0,0.023784
L1R2H2,6,6,0,0.070672
L1R2H3,3,2,0,0.023512
L1R2H4,9,9,0,0.104418
L1R2H5,1,1,0,0.01163
L1R2H9,7,6,0,0.070603
L1R2J2,13,13,0,0.150337
L1R2J7,320,354,0,4.164202
L1R2J8,19,18,0,0.210292
L1R2K1,3,3,0,0.035164
L1R2K2,5,4,0,0.046543
L1R2K7,2,3,0,0.035572
L1R2K9,25,25,0,0.294679
L1R2L4,35,27,0,0.314639
L1R2L8,1,1,0,0.011496
L1R2M1,16,14,0,0.163376
L1R2M2,30,28,0,0.328265
L1R2M4,6,3,0,0.034322
L1R2M5,3,3,0,0.034945
L1R2M8,26,21,0,0.243089
L1R2M9,9,8,0,0.092835
L1R2N1,35,34,0,0.39388
L1R2N5,7,7,0,0.080587
L1R2N6,2,1,0,0.011534
L1R2N8,2,2,0,0.023119
L1R2P3,1,1,0,0.011496
L1R2P4,28,26,0,0.308563
L1R2P6,8,4,0,0.046387
L1R2P7,2,2,0,0.024
L1R2P8,1,1,0,0.012
L1R2R2,2,2,0,0.023594
L1R2R3,4,3,0,0.035316
L1R2R4,1,1,0,0.011653
L1R2R8,8,7,0,0.081573
L1R2S2,1,1,0,0.011555
L1R2S4,3,3,0,0.035055
L1R2T1,26,24,0,0.280765
L1R2T4,2,2,0,0.02326
L1R2V3,7,7,0,0.080957
L1R2V4,3,3,0,0.034752
L1R2V5,5,2,0,0.023584
L1R2V7,6,4,0,0.046363
L1R2V8,3,3,0,0.034802
L1R2X7,49,44,0,0.51054
L1R2X9,7,7,0,0.08199
L1R2Y1,3,3,0,0.035208
L1R2Y5,10,10,0,0.117892
L1R2Y7,7,7,0,0.080888
L1R2Y9,284,238,0,2.789594
L1R2Z1,9,9,0,0.107553
L1R2Z7,2,2,0,0.023485
L1R2Z9,48,40,0,0.470746
L1R3A3,12352,9195,5,108.063279
L1R3A6,8,8,0,0.09178
L1R3B1,47,41,1,0.470241
L1R3B3,8,7,0,0.082518
L1R3B4,2,2,0,0.023527
L1R3B5,38,30,0,0.347794
L1R3B7,4,2,0,0.023998
L1R3C1,4,4,0,0.047052
L1R3C2,11,10,0,0.116048
L1R3C3,4,3,0,0.035829
L1R3C7,53,40,0,0.458577
L1R3E6,18,16,0,0.186499
L1R3E7,10,10,0,0.115462
L1R3E9,5,4,0,0.046649
L1R3G2,10,9,0,0.104066
L1R3G6,12,12,0,0.139504
L1R3M4,49,41,0,0.477331
L1R3M6,9,9,0,0.103723
L1R3M8,39,37,0,0.43016
L1R3M9,21,19,0,0.220935
L1R3N1,3,3,0,0.034631
L1R3N2,1,1,0,0.011797
L1R3N3,1,1,0,0.011791
L1R3N5,20,19,0,0.2226
L1R3P1,11,10,0,0.11819
L1R3P2,267,229,0,2.68834
L1R3R2,2,2,0,0.022978
L1R3R3,38,34,0,0.400188
L1R3R4,1,1,0,0.012005
L1R3R6,2,2,0,0.022721
L1R3R7,11,10,0,0.114802
L1R3R8,10,6,1,0.070405
L1S,11,10,0,0.117872
L1S0A2,33,28,0,0.326207
L1S0A8,19,19,0,0.220294
L1S0A9,3,2,0,0.022912
L1S0B4,4,4,1,0.046045
L1S0B8,1,1,0,0.011493
L1S0B9,1,1,0,0.011757
L1S0C2,89,85,0,0.984061
L1S0C3,14,12,0,0.141653
L1S0C5,35,32,0,0.37802
L1S0C9,2,2,0,0.023306
L1S1C7,4,4,0,0.04699
L1S1H5,9,8,0,0.095924
L1S1S9,2,2,0,0.023162
L1S1X8,1,1,0,0.011569
L1S1Y6,2,2,0,0.023198
L1S2A2,2,2,0,0.023426
L1S2B1,2,2,0,0.022923
L1S2H6,3,3,0,0.035941
L1S2P2,9,9,0,0.104876
L1S2S3,1,1,0,0.011655
L1S2T3,4,5,0,0.058548
L1S2X7,1,1,0,0.011231
L1S3B4,10,10,0,0.11998
L1S3B8,2,1,0,0.011554
L1S3E2,1,1,0,0.011735
L1S3G6,4,3,0,0.035504
L1S3H9,5,5,0,0.058077
L1S3J2,11,11,0,0.126386
L1S3L3,11,11,0,0.129749
L1S3P4,3,3,0,0.034842
L1S3R5,20,19,0,0.220891
L1S3R6,4,4,0,0.047508
L1S3T7,30,27,0,0.322727
L1S3V7,10,10,0,0.116686
L1S3V8,1,1,0,0.011998
L1S3V9,5,4,0,0.046
L1S3X5,1,1,0,0.011797
L1S3X6,3,3,0,0.034884
L1S3Y2,1,1,0,0.011797
L1S3Y4,1,1,0,0.011735
L1S3Y5,1,1,0,0.011757
L1S3Z5,2,2,0,0.022977
L1S3Z6,6,4,0,0.046662
L1S3Z9,4,4,0,0.047525
L1S4B2,8,8,0,0.092813
L1S4C4,2,2,0,0.023208
L1S4C5,2,2,0,0.022462
L1S4E5,15,13,0,0.149826
L1S4E7,1,1,0,0.011792
L1S4L4,2,2,0,0.023924
L1S4V2,6,6,0,0.069738
L1S4V3,1,1,0,0.011576
L1S4X1,3,2,0,0.023118
L1S4X2,2,2,0,0.023258
L1S4X5,93,86,0,1.004296
L1S4Z5,1,1,0,0.011993
L1S4Z7,1,1,0,0.011629
L1S4Z8,3,1,0,0.011511
L1S5B1,16,14,0,0.164128
L1S5B2,25,24,0,0.277419
L1S5B3,1,1,0,0.011572
L1S5B4,2,2,0,0.022989
L1S5C1,10,10,0,0.115597
L1S5C4,1,1,0,0.011495
L1S5C5,2,2,0,0.023374
L1S5C8,1,1,0,0.011791
L1S5E4,15,15,0,0.174188
L1S5E8,23,22,0,0.25934
L1S5G7,7,7,0,0.080499
L1S5H4,872,777,2,9.015346
L1S5J5,2,2,0,0.022988
L1S5J8,1,1,0,0.011346
L1S5K7,1,1,0,0.011553
L1S5L6,1,1,0,0.011429
L1S5L7,1,1,0,0.011524
L1S5L9,1,1,0,0.011576
L1S5S3,18,18,0,0.209263
L1S5W6,3,3,0,0.034565
L1S5X2,3,2,0,0.023579
L1S5Z3,4,4,0,0.046461
L1S5Z5,14,13,0,0.152707
L1S5Z9,1,1,0,0.012002
L1S6E3,3,3,0,0.034636
L1S6E6,1,1,0,0.011461
L1S6H9,22,22,0,0.253284
L1S6J2,2,2,0,0.022936
L1S6N5,1,1,0,0.011577
L1S6S5,998,732,0,8.457836
L1S6S8,1,1,0,0.011998
L1S6T1,87,82,0,0.947659
L1S6T9,256,227,0,2.62867
L1S6X4,1,1,0,0.011747
L1S6X7,8,6,0,0.069925
L1S6Y8,13,11,0,0.127515
L1S6Z6,1,1,0,0.011962
L1S7B1,1,1,0,0.012049
L1S7B9,1,1,0,0.011526
L1S7C6,3,4,0,0.046303
L1S7C7,1,1,0,0.011588
L1S7E7,10,9,0,0.106503
L1S7H5,15,13,0,0.152893
L1S7K3,15,14,0,0.164994
L1S7K4,5,5,0,0.058145
L1S7L6,8,2,0,0.022956
L1S7M5,8,8,0,0.094094
L1S7M9,3,3,0,0.035106
L1S7N1,40,28,0,0.325397
L1S7N3,8,7,0,0.082224
L1S7N4,1,1,0,0.011528
L1S7N5,1,1,0,0.012016
L1S7N6,56,51,0,0.590576
L1S7N7,5,5,0,0.057573
L1S7N8,11,11,0,0.129311
L1S7P1,5,4,0,0.046338
L1S7P2,1,1,0,0.011735
L1S7P3,14,13,0,0.151968
L1S7P5,27,26,1,0.303361
L1S7R3,71,55,0,0.637006
L1S7R5,1,1,0,0.011791
L1S7R8,29,24,0,0.280078
L1S7R9,23,18,0,0.208954
L1S7S3,16,16,0,0.184412
L1S7S4,20,20,0,0.231888
L1S7S6,21,19,0,0.222786
L1S7S7,42,39,0,0.45069
L1S7T3,2,1,0,0.01142
L1T,20,17,0,0.200385
L1T0A2,2,1,0,0.01158
L1T0A3,4,3,0,0.035123
L1T0B1,12,11,0,0.127672
L1T0B4,16,14,0,0.163497
L1T0B9,9,8,0,0.093855
L1T0C4,6,6,0,0.070843
L1T0C5,21,20,0,0.232061
L1T0C6,9,8,0,0.093155
L1T0C7,5,4,0,0.04588
L1T0E1,1,1,0,0.01142
L1T0E3,12,11,0,0.127257
L1T0E4,27,27,0,0.314231
L1T0E6,11,11,0,0.128265
L1T0E7,29,29,0,0.338736
L1T0E9,8,8,0,0.094506
L1T0G3,10,9,0,0.103978
L1T0G5,1,1,0,0.011493
L1T0G7,2,2,0,0.023422
L1T0G8,8,7,0,0.082337
L1T0H1,1,1,0,0.011797
L1T0H5,89,81,1,0.931763
L1T0H6,1,1,0,0.012049
L1T0H7,5,5,0,0.058152
L1T0H9,1,1,0,0.011993
L1T0J1,4,4,0,0.047702
L1T0J2,20,16,0,0.185615
L1T0J3,1,1,0,0.011653
L1T0J4,17,16,0,0.183831
L1T0J5,5,5,0,0.05815
L1T0J6,1,1,0,0.011588
L1T0K5,7,7,0,0.082771
L1T0K6,15,14,0,0.162404
L1T0L1,8,8,0,0.0939
L1T0L2,52,44,0,0.519518
L1T0L5,2,1,0,0.011629
